sample_size,tau,case_id,concept,bias,sample_size_fct
400,-0.03113052857029991,72,Coefficient-Induced Bias,-0.0016909128780662752,N = 400
400,-0.02994581073136693,175,Coefficient-Induced Bias,-0.0016791765974190076,N = 400
400,-0.017221080487308638,135,Coefficient-Induced Bias,-5.100670735774804e-4,N = 400
400,-0.027323844836843247,96,Coefficient-Induced Bias,-0.0013097946707364416,N = 400
400,-0.02274746716217735,205,Coefficient-Induced Bias,-8.857712707489585e-4,N = 400
400,-0.025862535576093193,132,Coefficient-Induced Bias,-0.001219031966247619,N = 400
400,-0.025979320755808943,86,Coefficient-Induced Bias,-0.001184412131049084,N = 400
400,-0.012830192244677296,22,Coefficient-Induced Bias,2.106152026770669e-5,N = 400
400,-0.030850353968956634,60,Coefficient-Induced Bias,-0.0016629224555546607,N = 400
400,-0.02622867928205752,203,Coefficient-Induced Bias,-0.0012079632992715306,N = 400
400,-0.031044316412504547,195,Coefficient-Induced Bias,-0.0016480055527969828,N = 400
400,-0.018204750825850047,15,Coefficient-Induced Bias,-4.954040909742607e-4,N = 400
400,-0.016601443601401478,50,Coefficient-Induced Bias,-2.3463313793781193e-4,N = 400
400,-0.022673945105427196,166,Coefficient-Induced Bias,-8.816293551391352e-4,N = 400
400,-0.027231766100114796,107,Coefficient-Induced Bias,-0.001309088982048623,N = 400
400,-0.013619019942026078,169,Coefficient-Induced Bias,-8.724539628857109e-6,N = 400
400,-0.01981480493149934,67,Coefficient-Induced Bias,-4.651792454797299e-4,N = 400
400,-0.025037626325091544,112,Coefficient-Induced Bias,-0.0010122201488351745,N = 400
400,-0.03090693507368425,174,Coefficient-Induced Bias,-0.0015873854115394659,N = 400
400,-0.00824155912023583,98,Coefficient-Induced Bias,2.769970863455429e-4,N = 400
400,-0.028619271288683523,2,Coefficient-Induced Bias,-0.0014727130414912137,N = 400
400,-0.03019035270575582,226,Coefficient-Induced Bias,-0.0017014866278780572,N = 400
400,-0.031249330882154314,209,Coefficient-Induced Bias,-0.0016998576304635415,N = 400
400,-0.02747582096134482,31,Coefficient-Induced Bias,-0.0013725736598265148,N = 400
400,-0.031289529228101465,154,Coefficient-Induced Bias,-0.0016929599704582077,N = 400
400,-0.02254019951109354,74,Coefficient-Induced Bias,-9.262027372765047e-4,N = 400
400,-0.012366891377846523,148,Coefficient-Induced Bias,-4.8221250088853473e-5,N = 400
400,-0.02947699903445833,172,Coefficient-Induced Bias,-0.0015546834115778285,N = 400
400,-0.01858520556888521,56,Coefficient-Induced Bias,-5.609080186702586e-4,N = 400
400,-0.03127673000923292,190,Coefficient-Induced Bias,-0.00171809229521247,N = 400
400,-0.006635367827950267,191,Coefficient-Induced Bias,2.2682706358501115e-4,N = 400
400,-0.03134504426659879,76,Coefficient-Induced Bias,-0.0017266590625586442,N = 400
400,-0.031458011982348544,10,Coefficient-Induced Bias,-0.001723009428361233,N = 400
400,-0.03132483529544422,71,Coefficient-Induced Bias,-0.001689013986306498,N = 400
400,-0.023871391308719403,189,Coefficient-Induced Bias,-0.0011720505175335516,N = 400
400,-0.031359330716531963,12,Coefficient-Induced Bias,-0.0017541241243026473,N = 400
400,-0.03089645203887409,45,Coefficient-Induced Bias,-0.0016291951160610219,N = 400
400,-0.03022581647046363,103,Coefficient-Induced Bias,-0.001622408392977337,N = 400
400,-0.02559372070210364,238,Coefficient-Induced Bias,-0.0011322032278858751,N = 400
400,-0.011853805417661789,66,Coefficient-Induced Bias,1.0609424369811826e-5,N = 400
400,-0.02741372104478279,146,Coefficient-Induced Bias,-0.0013901530373688908,N = 400
400,-0.006787847388427304,245,Coefficient-Induced Bias,3.0377417883198365e-4,N = 400
400,-0.008595820051142566,92,Coefficient-Induced Bias,1.7251764262826708e-4,N = 400
400,-0.030723639808866055,118,Coefficient-Induced Bias,-0.001574784718912814,N = 400
400,-0.0301516379810709,234,Coefficient-Induced Bias,-0.0016384597829184333,N = 400
400,-0.02425799869874168,126,Coefficient-Induced Bias,-0.001059361843863238,N = 400
400,-0.022734578506968917,52,Coefficient-Induced Bias,-8.710893763189675e-4,N = 400
400,-0.016730990091288644,240,Coefficient-Induced Bias,-3.2928531450726606e-4,N = 400
400,-0.030365837105821414,4,Coefficient-Induced Bias,-0.001630881133067641,N = 400
400,-0.030916780040382175,36,Coefficient-Induced Bias,-0.0016811126622162664,N = 400
400,-0.019755849663640745,220,Coefficient-Induced Bias,-5.500916629155306e-4,N = 400
400,-0.027767754564243075,65,Coefficient-Induced Bias,-0.0013937394678755766,N = 400
400,-0.017173708333498183,224,Coefficient-Induced Bias,-2.643057319484665e-4,N = 400
400,-0.031516690287379134,40,Coefficient-Induced Bias,-0.0017431214691521757,N = 400
400,-0.017285446670633586,142,Coefficient-Induced Bias,-4.7712464830307333e-4,N = 400
400,-0.023869911712879555,170,Coefficient-Induced Bias,-0.0010360732616041535,N = 400
400,-0.004486952172463532,120,Coefficient-Induced Bias,2.40573498705432e-4,N = 400
400,-0.029815001725951806,143,Coefficient-Induced Bias,-0.0015627610501073308,N = 400
400,-0.01905143120501407,248,Coefficient-Induced Bias,-6.40807042990299e-4,N = 400
400,-0.02520646687227679,78,Coefficient-Induced Bias,-0.0011967750691466161,N = 400
400,-0.03139544687839346,124,Coefficient-Induced Bias,-0.0017380214625453139,N = 400
400,-0.031394773593334147,232,Coefficient-Induced Bias,-0.0017214433692166464,N = 400
400,-0.02989520491907055,156,Coefficient-Induced Bias,-0.0015551016262387307,N = 400
400,-0.0312009530750737,59,Coefficient-Induced Bias,-0.0016899797677276118,N = 400
400,-0.023350418970568665,87,Coefficient-Induced Bias,-0.0010536179318650918,N = 400
400,-0.028952532782769658,147,Coefficient-Induced Bias,-0.0015247561134229537,N = 400
400,-0.02233265105490667,176,Coefficient-Induced Bias,-9.603364925736546e-4,N = 400
400,-0.02223452380189228,16,Coefficient-Induced Bias,-9.806677897188365e-4,N = 400
400,-0.031515564981693445,134,Coefficient-Induced Bias,-0.0017398841914800789,N = 400
400,-0.03148313750111842,39,Coefficient-Induced Bias,-0.0017326981500818128,N = 400
400,-0.027710441942093822,23,Coefficient-Induced Bias,-0.0014785018330659705,N = 400
400,-0.02119160828859401,11,Coefficient-Induced Bias,-8.163829783839338e-4,N = 400
400,-0.026841998046897908,27,Coefficient-Induced Bias,-0.001244946771800537,N = 400
400,-0.02539271868889237,145,Coefficient-Induced Bias,-0.00113780837520161,N = 400
400,-0.03023961285047372,42,Coefficient-Induced Bias,-0.0015583939382171064,N = 400
400,-0.02107310400938389,94,Coefficient-Induced Bias,-6.62780674647756e-4,N = 400
400,-0.030554495330591847,1,Coefficient-Induced Bias,-0.001635339986922446,N = 400
400,-0.021713247123853696,29,Coefficient-Induced Bias,-6.348284284961592e-4,N = 400
400,-0.027149691755814942,141,Coefficient-Induced Bias,-0.0013119094845424062,N = 400
400,-0.02732358258683154,14,Coefficient-Induced Bias,-0.0013218953377397424,N = 400
400,-0.0312381785221717,212,Coefficient-Induced Bias,-0.0017583266408329745,N = 400
400,-0.030022782393755387,119,Coefficient-Induced Bias,-0.0014541295727256154,N = 400
400,-0.01709516542502698,95,Coefficient-Induced Bias,-5.002396721799363e-4,N = 400
400,-0.031508043276014974,104,Coefficient-Induced Bias,-0.001723173181482296,N = 400
400,-0.03148089781348162,133,Coefficient-Induced Bias,-0.0017522819701130121,N = 400
400,-0.027120012828027562,202,Coefficient-Induced Bias,-0.0015351364744179419,N = 400
400,-0.02965202119293242,9,Coefficient-Induced Bias,-0.001711811835896082,N = 400
400,-0.03147151348010019,34,Coefficient-Induced Bias,-0.001727496427659514,N = 400
400,-0.03060665082470937,121,Coefficient-Induced Bias,-0.0016249858725554955,N = 400
400,-0.029256375080088215,85,Coefficient-Induced Bias,-0.0015313191494793488,N = 400
400,-0.022340213997790292,237,Coefficient-Induced Bias,-7.573065314795402e-4,N = 400
400,-0.021590853640166774,250,Coefficient-Induced Bias,-7.374934380783849e-4,N = 400
400,-0.029059281530377512,153,Coefficient-Induced Bias,-0.0015126845600020866,N = 400
400,-0.03149993580633398,159,Coefficient-Induced Bias,-0.0017361263896018553,N = 400
400,-0.02029456376708605,194,Coefficient-Induced Bias,-6.233940778691549e-4,N = 400
400,-0.020932938267802292,26,Coefficient-Induced Bias,-6.523154085494864e-4,N = 400
400,-0.029846504210219504,215,Coefficient-Induced Bias,-0.001518842939280618,N = 400
400,-0.018899438717163486,235,Coefficient-Induced Bias,-4.245492595956746e-4,N = 400
400,-0.02016621128405305,129,Coefficient-Induced Bias,-5.773177554626585e-4,N = 400
400,-0.029557408610318192,64,Coefficient-Induced Bias,-0.0016937412977154898,N = 400
400,-0.029366840635986824,160,Coefficient-Induced Bias,-0.0015892557400400964,N = 400
400,-0.02796792497485634,68,Coefficient-Induced Bias,-0.0013578080229130207,N = 400
400,-0.015558278056582608,28,Coefficient-Induced Bias,-4.008198573912658e-4,N = 400
400,-0.031142616062537543,116,Coefficient-Induced Bias,-0.0016599092405876759,N = 400
400,-0.008175518358387923,197,Coefficient-Induced Bias,9.36638430472092e-5,N = 400
400,-0.028797424059474164,111,Coefficient-Induced Bias,-0.001602267166581961,N = 400
400,-0.02542171980946273,213,Coefficient-Induced Bias,-0.00132061571388975,N = 400
400,-0.013596315776227996,6,Coefficient-Induced Bias,-1.679061895656364e-4,N = 400
400,-0.0289147236893067,200,Coefficient-Induced Bias,-0.0014236780537862925,N = 400
400,-0.030394991877085387,125,Coefficient-Induced Bias,-0.0016284278457269208,N = 400
400,-0.024846311747170446,223,Coefficient-Induced Bias,-0.0010421536001973264,N = 400
400,-0.019391776236491465,168,Coefficient-Induced Bias,-2.6103970860857917e-4,N = 400
400,-0.020229144561018653,131,Coefficient-Induced Bias,-4.5772420287426563e-4,N = 400
400,-0.031239210355656022,97,Coefficient-Induced Bias,-0.0017047778232898159,N = 400
400,-0.01965489869705339,113,Coefficient-Induced Bias,-6.388460454171963e-4,N = 400
400,-0.0075974594359927705,83,Coefficient-Induced Bias,1.7563135876508262e-4,N = 400
400,-0.02727833478917363,109,Coefficient-Induced Bias,-0.0014259105385379112,N = 400
400,-0.028754256298665903,7,Coefficient-Induced Bias,-0.0015272078369729103,N = 400
400,-0.030228298611049476,63,Coefficient-Induced Bias,-0.0016178904905921332,N = 400
400,-0.028174389905823105,233,Coefficient-Induced Bias,-0.001327418827608784,N = 400
400,-0.022564184941527232,128,Coefficient-Induced Bias,-8.493481568483396e-4,N = 400
400,-0.027493536161532495,206,Coefficient-Induced Bias,-0.0013479202439247162,N = 400
400,-0.022564184941527232,211,Coefficient-Induced Bias,-8.493481568483396e-4,N = 400
400,-0.03137296018183766,188,Coefficient-Induced Bias,-0.0017304098033718018,N = 400
400,-0.029418851387908007,218,Coefficient-Induced Bias,-0.0015914412715334336,N = 400
400,-0.018198186244010595,139,Coefficient-Induced Bias,-5.092858489275098e-4,N = 400
400,-0.02796828760620451,82,Coefficient-Induced Bias,-0.0014161040059721408,N = 400
400,-0.02976239166424699,54,Coefficient-Induced Bias,-0.0015722695585065338,N = 400
400,-0.026291854965308836,165,Coefficient-Induced Bias,-0.0012696782324215228,N = 400
400,-0.031249968939851103,199,Coefficient-Induced Bias,-0.0017048055445703092,N = 400
400,-0.028367533433866554,49,Coefficient-Induced Bias,-0.001427926457255202,N = 400
400,-0.030092819005291593,173,Coefficient-Induced Bias,-0.0016944771187550334,N = 400
400,-0.031383157187619526,93,Coefficient-Induced Bias,-0.0017549147913460406,N = 400
400,-0.022669900456232295,163,Coefficient-Induced Bias,-0.0010212287995388092,N = 400
400,-0.026503791867226956,244,Coefficient-Induced Bias,-0.001359764125331231,N = 400
400,-0.026559810599117717,243,Coefficient-Induced Bias,-0.0010964567140950843,N = 400
400,-0.029228260632442993,140,Coefficient-Induced Bias,-0.0015237387702509153,N = 400
400,-0.012357410747434572,48,Coefficient-Induced Bias,1.023090914945568e-4,N = 400
400,-0.031293741525305396,196,Coefficient-Induced Bias,-0.001708136403677507,N = 400
400,-0.028593218906095452,152,Coefficient-Induced Bias,-0.0014323341841233628,N = 400
400,-0.015558278056582608,24,Coefficient-Induced Bias,-4.008198573912658e-4,N = 400
400,-0.03128436398297357,110,Coefficient-Induced Bias,-0.0017051417640390754,N = 400
400,-0.03132483529544422,44,Coefficient-Induced Bias,-0.001689013986306498,N = 400
800,-0.03145349377056378,73,Coefficient-Induced Bias,-4.422132530282896e-4,N = 800
800,-0.028056376795957294,207,Coefficient-Induced Bias,-3.074116090504009e-4,N = 800
800,-0.03146132784567629,25,Coefficient-Induced Bias,-4.383486559422223e-4,N = 800
800,-0.013458299452299038,51,Coefficient-Induced Bias,1.1247358675969821e-4,N = 800
800,-0.031319133850254754,80,Coefficient-Induced Bias,-4.185408460130047e-4,N = 800
800,-0.030800473502088588,136,Coefficient-Induced Bias,-4.330331770965312e-4,N = 800
800,-0.02888376950152116,179,Coefficient-Induced Bias,-3.65533899716719e-4,N = 800
800,-0.017020548882241804,100,Coefficient-Induced Bias,6.807986638768249e-6,N = 800
800,-0.03151417528655892,157,Coefficient-Induced Bias,-4.4433038042135387e-4,N = 800
800,-0.020607793743717795,204,Coefficient-Induced Bias,-3.244849878547562e-5,N = 800
800,-0.029333577786241127,150,Coefficient-Induced Bias,-3.793572853909577e-4,N = 800
800,-0.023620177830281475,214,Coefficient-Induced Bias,-1.6966362939008217e-4,N = 800
800,-0.00612871639219037,32,Coefficient-Induced Bias,1.8471098525740803e-4,N = 800
800,-0.016517355982777815,155,Coefficient-Induced Bias,3.6696343147069044e-5,N = 800
800,-0.029714674894805726,137,Coefficient-Induced Bias,-3.419505636961251e-4,N = 800
800,-0.02101202433968352,186,Coefficient-Induced Bias,-1.2634005285017125e-4,N = 800
800,-0.02988592314537386,37,Coefficient-Induced Bias,-3.705952264420054e-4,N = 800
800,-0.03151507363602574,228,Coefficient-Induced Bias,-4.4455062175946525e-4,N = 800
800,-0.025678526099331078,192,Coefficient-Induced Bias,-2.3089801300946178e-4,N = 800
800,-0.028056376795957294,162,Coefficient-Induced Bias,-3.074116090504009e-4,N = 800
800,-0.010577182123233442,114,Coefficient-Induced Bias,1.4944214352208274e-4,N = 800
800,-0.01751855808657443,38,Coefficient-Induced Bias,-9.484769747269972e-6,N = 800
800,-0.016597247620720124,158,Coefficient-Induced Bias,4.309262353674459e-5,N = 800
800,-0.03059639122958091,33,Coefficient-Induced Bias,-4.2077216364000414e-4,N = 800
800,-0.03037751726474036,77,Coefficient-Induced Bias,-4.2608631433294075e-4,N = 800
800,-0.030092819005291593,19,Coefficient-Induced Bias,-4.185444655534498e-4,N = 800
800,-0.0277614507720495,249,Coefficient-Induced Bias,-2.976608093179234e-4,N = 800
800,-0.02574125894122889,198,Coefficient-Induced Bias,-1.8593223852919616e-4,N = 800
800,-0.02572782311306676,55,Coefficient-Induced Bias,-2.8178833266123693e-4,N = 800
800,-0.017604784072237423,3,Coefficient-Induced Bias,3.626024117653337e-5,N = 800
800,-0.03087507972290593,13,Coefficient-Induced Bias,-4.3822600928267175e-4,N = 800
800,-0.023871391308719403,35,Coefficient-Induced Bias,-2.1183439180871844e-4,N = 800
800,-0.03104989729220431,90,Coefficient-Induced Bias,-4.286937033452509e-4,N = 800
800,-0.031399946930175116,184,Coefficient-Induced Bias,-4.246469032294087e-4,N = 800
800,-0.027528962766295906,236,Coefficient-Induced Bias,-3.243837066965183e-4,N = 800
800,-0.028367533433866554,222,Coefficient-Induced Bias,-3.1783862041190325e-4,N = 800
800,-0.025807012733316093,21,Coefficient-Induced Bias,-2.3550412084438754e-4,N = 800
800,-0.027397145425570923,193,Coefficient-Induced Bias,-3.3764135848834975e-4,N = 800
800,-0.027726834343668294,201,Coefficient-Induced Bias,-3.272169771708633e-4,N = 800
800,-0.03087507972290593,229,Coefficient-Induced Bias,-4.3822600928267175e-4,N = 800
800,-0.02809965177198226,221,Coefficient-Induced Bias,-3.5990476842184815e-4,N = 800
800,-0.025260003876095283,185,Coefficient-Induced Bias,-1.2350777657532674e-4,N = 800
800,-0.03051436548154396,115,Coefficient-Induced Bias,-4.0747000147700607e-4,N = 800
800,-0.018157973019943263,17,Coefficient-Induced Bias,-3.5372601845162777e-05,N = 800
800,-0.03143861205260412,122,Coefficient-Induced Bias,-4.430463982721955e-4,N = 800
800,-0.030558108452828248,81,Coefficient-Induced Bias,-4.171442679342663e-4,N = 800
800,-0.009123682500245867,106,Coefficient-Induced Bias,2.7871225576292513e-4,N = 800
800,-0.031221148993481718,181,Coefficient-Induced Bias,-4.3921159986815006e-4,N = 800
800,-0.0313875281689302,177,Coefficient-Induced Bias,-4.3706333404291975e-4,N = 800
800,-0.030543399086900624,130,Coefficient-Induced Bias,-4.352181044133818e-4,N = 800
800,-0.030795189591138583,41,Coefficient-Induced Bias,-4.299322066328992e-4,N = 800
800,-0.030383359154392442,102,Coefficient-Induced Bias,-3.814007095507832e-4,N = 800
800,-0.02619538552293227,208,Coefficient-Induced Bias,-2.063845286417454e-4,N = 800
800,-0.02899564095298951,231,Coefficient-Induced Bias,-3.269736492979569e-4,N = 800
800,-0.027539112460508164,99,Coefficient-Induced Bias,-2.5311087519280795e-4,N = 800
800,-0.03043530620357726,171,Coefficient-Induced Bias,-4.127656978230032e-4,N = 800
800,-0.031115972781445733,242,Coefficient-Induced Bias,-4.4441582293452964e-4,N = 800
800,-0.012709795625209575,46,Coefficient-Induced Bias,9.790111416041469e-5,N = 800
800,-0.029392871160835332,180,Coefficient-Induced Bias,-3.5323270234632886e-4,N = 800
800,-0.028309011928075,88,Coefficient-Induced Bias,-3.4741252896020036e-4,N = 800
800,-0.03075387106600369,117,Coefficient-Induced Bias,-4.2247584759957935e-4,N = 800
800,-0.018916064559507118,216,Coefficient-Induced Bias,-4.275043747337115e-5,N = 800
800,-0.027301811731148207,227,Coefficient-Induced Bias,-3.164948428469039e-4,N = 800
800,-0.031024414073342,167,Coefficient-Induced Bias,-4.306571343208887e-4,N = 800
800,-0.027504070537734404,30,Coefficient-Induced Bias,-3.1938530625874595e-4,N = 800
800,-0.01900187058246683,182,Coefficient-Induced Bias,-6.475854209309073e-5,N = 800
800,-0.016597247620720124,183,Coefficient-Induced Bias,4.309262353674459e-5,N = 800
800,-0.02877114283986648,75,Coefficient-Induced Bias,-3.7721380999999887e-4,N = 800
800,-0.03144544389892501,47,Coefficient-Induced Bias,-4.371605080262797e-4,N = 800
800,-0.02946978194379979,123,Coefficient-Induced Bias,-4.0111343414028777e-4,N = 800
800,-0.030639535982526223,108,Coefficient-Induced Bias,-4.32687632542228e-4,N = 800
800,-0.029052801330109013,101,Coefficient-Induced Bias,-3.213781783921732e-4,N = 800
800,-0.03147274970437397,178,Coefficient-Induced Bias,-4.472933220233122e-4,N = 800
800,-0.023969722503763502,161,Coefficient-Induced Bias,-1.0999329172955985e-4,N = 800
800,-0.03128436398297357,61,Coefficient-Induced Bias,-4.363353863556241e-4,N = 800
800,-0.02307904038374431,84,Coefficient-Induced Bias,-1.5481934170047396e-4,N = 800
800,-0.03150939770172295,138,Coefficient-Induced Bias,-4.4476822839084607e-4,N = 800
800,-0.010638866487918008,79,Coefficient-Induced Bias,1.7470684773002176e-4,N = 800
800,-0.031383157187619526,230,Coefficient-Induced Bias,-4.472299601421259e-4,N = 800
800,-0.019989707485340125,20,Coefficient-Induced Bias,-9.48855075607602e-5,N = 800
800,-0.03150782608932229,62,Coefficient-Induced Bias,-4.4235153526933635e-4,N = 800
800,-0.025984533531809628,246,Coefficient-Induced Bias,-2.771387854338947e-4,N = 800
800,-0.03028122995108451,89,Coefficient-Induced Bias,-4.280954969351214e-4,N = 800
800,-0.029217444001055692,247,Coefficient-Induced Bias,-3.459909477338541e-4,N = 800
800,-0.030895749235028358,164,Coefficient-Induced Bias,-4.0992068309897434e-4,N = 800
800,-0.018629682442086848,151,Coefficient-Induced Bias,-3.654520670737238e-5,N = 800
800,-0.012844482724704176,58,Coefficient-Induced Bias,9.542132797157876e-5,N = 800
800,-0.02701162791788536,225,Coefficient-Induced Bias,-2.7269591836054374e-4,N = 800
800,-0.03146132784567629,149,Coefficient-Induced Bias,-4.383486559422223e-4,N = 800
800,-0.0315161774746871,70,Coefficient-Induced Bias,-4.430481454169022e-4,N = 800
800,-0.03147709220377415,144,Coefficient-Induced Bias,-4.48443520534636e-4,N = 800
800,-0.028647307010803424,241,Coefficient-Induced Bias,-3.819389388866057e-4,N = 800
800,-0.024651982430367314,53,Coefficient-Induced Bias,-1.5716957552741606e-4,N = 800
800,-0.024962579587016198,57,Coefficient-Induced Bias,-2.371245845084191e-4,N = 800
800,-0.030508025664256255,91,Coefficient-Induced Bias,-4.221266014202696e-4,N = 800
800,-0.025405499365949602,5,Coefficient-Induced Bias,-1.8609092372423586e-4,N = 800
800,-0.02681208542724023,217,Coefficient-Induced Bias,-2.3153608015435978e-4,N = 800
800,-0.02902875460469856,69,Coefficient-Induced Bias,-3.663926925479011e-4,N = 800
800,-0.03086171500823126,219,Coefficient-Induced Bias,-3.9432707638309417e-4,N = 800
800,-0.03134054784221696,43,Coefficient-Induced Bias,-4.385375141473524e-4,N = 800
800,-0.02625689166465517,187,Coefficient-Induced Bias,-2.845560322997098e-4,N = 800
800,-0.01833009736833502,210,Coefficient-Induced Bias,-2.8309660278780235e-5,N = 800
800,-0.030773040826604703,105,Coefficient-Induced Bias,-4.3546027276863963e-4,N = 800
800,-0.017501943855314672,18,Coefficient-Induced Bias,8.861265694470877e-5,N = 800
800,-0.011703477251831629,8,Coefficient-Induced Bias,1.2039376415207137e-4,N = 800
800,-0.029392871160835332,239,Coefficient-Induced Bias,-3.5323270234632886e-4,N = 800
800,-0.027270082353311298,127,Coefficient-Induced Bias,-2.886468548598531e-4,N = 800
800,-0.03113052857029991,72,Coefficient-Induced Bias,-4.3177690912860056e-4,N = 800
800,-0.02994581073136693,175,Coefficient-Induced Bias,-4.1402904077647573e-4,N = 800
800,-0.017221080487308638,135,Coefficient-Induced Bias,-1.7421193746480768e-6,N = 800
800,-0.027323844836843247,96,Coefficient-Induced Bias,-2.584736902525586e-4,N = 800
800,-0.02274746716217735,205,Coefficient-Induced Bias,-1.3375897815204318e-4,N = 800
800,-0.025862535576093193,132,Coefficient-Induced Bias,-2.4693582141788184e-4,N = 800
800,-0.025979320755808943,86,Coefficient-Induced Bias,-2.5491974726915556e-4,N = 800
800,-0.012830192244677296,22,Coefficient-Induced Bias,1.632754158368277e-4,N = 800
800,-0.030850353968956634,60,Coefficient-Induced Bias,-4.333386364895886e-4,N = 800
800,-0.02622867928205752,203,Coefficient-Induced Bias,-2.3391685954277097e-4,N = 800
800,-0.031044316412504547,195,Coefficient-Induced Bias,-4.112073720337617e-4,N = 800
800,-0.018204750825850047,15,Coefficient-Induced Bias,-3.5381644843512916e-5,N = 800
800,-0.016601443601401478,50,Coefficient-Induced Bias,1.2428200887881768e-4,N = 800
800,-0.022673945105427196,166,Coefficient-Induced Bias,-1.1543230191290998e-4,N = 800
800,-0.027231766100114796,107,Coefficient-Induced Bias,-2.617653630810901e-4,N = 800
800,-0.013619019942026078,169,Coefficient-Induced Bias,1.2804634857177533e-4,N = 800
800,-0.01981480493149934,67,Coefficient-Induced Bias,-3.148779347716957e-5,N = 800
800,-0.025037626325091544,112,Coefficient-Induced Bias,-1.9808422911782309e-4,N = 800
800,-0.03090693507368425,174,Coefficient-Induced Bias,-4.0170607966782956e-4,N = 800
800,-0.00824155912023583,98,Coefficient-Induced Bias,2.045133943128219e-4,N = 800
800,-0.028619271288683523,2,Coefficient-Induced Bias,-3.2458922754508013e-4,N = 800
800,-0.03019035270575582,226,Coefficient-Induced Bias,-4.1451864633190727e-4,N = 800
800,-0.031249330882154314,209,Coefficient-Induced Bias,-4.309110911707714e-4,N = 800
800,-0.02747582096134482,31,Coefficient-Induced Bias,-2.8588072139779097e-4,N = 800
800,-0.031289529228101465,154,Coefficient-Induced Bias,-4.290337481095974e-4,N = 800
800,-0.02254019951109354,74,Coefficient-Induced Bias,-1.7779333545153708e-4,N = 800
800,-0.012366891377846523,148,Coefficient-Induced Bias,1.307207692693435e-4,N = 800
800,-0.02947699903445833,172,Coefficient-Induced Bias,-3.917771208322707e-4,N = 800
800,-0.01858520556888521,56,Coefficient-Induced Bias,-3.786278808404209e-5,N = 800
800,-0.03127673000923292,190,Coefficient-Induced Bias,-4.4151810152393e-4,N = 800
800,-0.006635367827950267,191,Coefficient-Induced Bias,1.7538818773177312e-4,N = 800
800,-0.03134504426659879,76,Coefficient-Induced Bias,-4.3563699102178166e-4,N = 800
800,-0.031458011982348544,10,Coefficient-Induced Bias,-4.4076074865639914e-4,N = 800
800,-0.03132483529544422,71,Coefficient-Induced Bias,-4.300562641468275e-4,N = 800
800,-0.023871391308719403,189,Coefficient-Induced Bias,-2.1183439180871844e-4,N = 800
800,-0.031359330716531963,12,Coefficient-Induced Bias,-4.469095424276537e-4,N = 800
800,-0.03089645203887409,45,Coefficient-Induced Bias,-4.279376643863131e-4,N = 800
800,-0.03022581647046363,103,Coefficient-Induced Bias,-4.134479483427489e-4,N = 800
800,-0.02559372070210364,238,Coefficient-Induced Bias,-2.496838611374397e-4,N = 800
800,-0.011853805417661789,66,Coefficient-Induced Bias,1.3610811560060831e-4,N = 800
800,-0.02741372104478279,146,Coefficient-Induced Bias,-3.42039975675279e-4,N = 800
800,-0.006787847388427304,245,Coefficient-Induced Bias,2.2251766720238209e-4,N = 800
800,-0.008595820051142566,92,Coefficient-Induced Bias,1.6519418719151968e-4,N = 800
800,-0.030723639808866055,118,Coefficient-Induced Bias,-3.6879142868995185e-4,N = 800
800,-0.0301516379810709,234,Coefficient-Induced Bias,-4.243656715823274e-4,N = 800
800,-0.02425799869874168,126,Coefficient-Induced Bias,-2.1659102445859002e-4,N = 800
800,-0.022734578506968917,52,Coefficient-Induced Bias,-1.75321945349749e-4,N = 800
800,-0.016730990091288644,240,Coefficient-Induced Bias,3.930404710361657e-6,N = 800
800,-0.030365837105821414,4,Coefficient-Induced Bias,-4.1788250188146137e-4,N = 800
800,-0.030916780040382175,36,Coefficient-Induced Bias,-4.259244222202252e-4,N = 800
800,-0.019755849663640745,220,Coefficient-Induced Bias,-1.8271568650751746e-5,N = 800
800,-0.027767754564243075,65,Coefficient-Induced Bias,-2.968218909752407e-4,N = 800
800,-0.017173708333498183,224,Coefficient-Induced Bias,1.228055947339879e-4,N = 800
800,-0.031516690287379134,40,Coefficient-Induced Bias,-4.4586792972189926e-4,N = 800
800,-0.017285446670633586,142,Coefficient-Induced Bias,-5.255233943568527e-7,N = 800
800,-0.023869911712879555,170,Coefficient-Induced Bias,-2.0444265775143577e-4,N = 800
800,-0.004486952172463532,120,Coefficient-Induced Bias,1.7553681673432298e-4,N = 800
800,-0.029815001725951806,143,Coefficient-Induced Bias,-3.7702781434284516e-4,N = 800
800,-0.01905143120501407,248,Coefficient-Induced Bias,-6.856811248101558e-5,N = 800
800,-0.02520646687227679,78,Coefficient-Induced Bias,-2.364883705979759e-4,N = 800
800,-0.03139544687839346,124,Coefficient-Induced Bias,-4.45194227893575e-4,N = 800
800,-0.031394773593334147,232,Coefficient-Induced Bias,-4.364565904880213e-4,N = 800
800,-0.02989520491907055,156,Coefficient-Induced Bias,-3.9169531188915085e-4,N = 800
800,-0.0312009530750737,59,Coefficient-Induced Bias,-4.198372134320838e-4,N = 800
800,-0.023350418970568665,87,Coefficient-Induced Bias,-2.048035096304801e-4,N = 800
800,-0.028952532782769658,147,Coefficient-Induced Bias,-3.4897750158857654e-4,N = 800
800,-0.02233265105490667,176,Coefficient-Induced Bias,-1.7036609125919977e-4,N = 800
800,-0.02223452380189228,16,Coefficient-Induced Bias,-1.572270342059534e-4,N = 800
